leader,framing,metric,point,ci_low,ci_high,boot_sd,n_speeches
putin,past_orientation,nli,0.4627624976833258,0.3454861342906952,0.5569314956665039,0.05682692676782608,4
putin,future_orientation,nli,0.563248332205644,0.37666094303131104,0.7816124558448792,0.10259326547384262,4
putin,us_vs_them,nli,0.2151790283570833,0.0865149199962616,0.3716152012348175,0.07627607882022858,4
putin,gratitude_recognition,nli,0.9341689785909091,0.8780562877655029,0.9902817010879517,0.028968079015612602,4
putin,promises_commitments,nli,0.930205493864394,0.8882941007614136,0.9646437168121338,0.020063964650034904,4
trump,conflict_threat_framing,nli,0.052766651098323965,0.0025354076642543077,0.1051114872097969,0.024114402011036873,3
trump,cooperation_solidarity_framing,nli,0.4235631963535247,0.37304162979125977,0.4718307554721832,0.023225992918014526,3
trump,past_orientation,nli,0.8169872175528804,0.6960744261741638,0.9861539602279663,0.07136816531419754,3
trump,future_orientation,nli,0.4797294252789668,0.3362213671207428,0.6766494512557983,0.08417605608701706,3
trump,us_vs_them,nli,0.4236363963214285,0.35251885652542114,0.528732180595398,0.04349720850586891,3
trump,gratitude_recognition,nli,0.8154259938880486,0.5409236550331116,0.9946008324623108,0.11301777511835098,3
trump,promises_commitments,nli,0.9336983036890757,0.8443996906280518,0.9993566870689392,0.03754444420337677,3
