chunk_id,speech_id,leader,cluster,membership_probability,outlier_score
macron2022_c029,macron2022,macron,3,1.0,0.08803900232132277
macron2022_c030,macron2022,macron,-1,0.0,0.3688207652811545
macron2022_c031,macron2022,macron,3,1.0,0.12081532035131866
macron2022_c032,macron2022,macron,3,1.0,0.0
macron2022_c033,macron2022,macron,3,1.0,0.08369049502914153
macron2022_c034,macron2022,macron,3,1.0,0.0
macron2023_c000,macron2023,macron,3,1.0,0.05291138347841891
macron2023_c001,macron2023,macron,-1,0.0,0.3307389196130826
macron2023_c002,macron2023,macron,3,0.9786708913009113,0.1792589144971881
macron2023_c003,macron2023,macron,-1,0.0,0.33247107549800853
macron2023_c004,macron2023,macron,3,0.9913346085764139,0.16863876306979578
macron2023_c005,macron2023,macron,3,1.0,0.0
macron2023_c006,macron2023,macron,3,1.0,0.0
macron2023_c007,macron2023,macron,3,1.0,0.0
macron2023_c008,macron2023,macron,-1,0.0,0.3114817577428459
macron2023_c009,macron2023,macron,3,0.9616112636217364,0.19356560070205528
macron2023_c010,macron2023,macron,3,1.0,0.07311769556462569
macron2023_c011,macron2023,macron,3,1.0,0.0
macron2023_c012,macron2023,macron,3,1.0,0.0
macron2023_c013,macron2023,macron,3,0.9852896250521165,0.1737082572007426
macron2023_c014,macron2023,macron,3,0.9544750625700941,0.19955022071022352
macron2023_c015,macron2023,macron,3,1.0,0.08791482083737967
macron2023_c016,macron2023,macron,3,1.0,0.08593542145041501
macron2023_c017,macron2023,macron,3,1.0,0.08593542145041501
macron2023_c018,macron2023,macron,3,1.0,0.0
macron2023_c019,macron2023,macron,3,1.0,0.11387973298777435
macron2023_c020,macron2023,macron,3,1.0,0.0
macron2023_c021,macron2023,macron,3,1.0,0.0
macron2023_c022,macron2023,macron,3,1.0,0.0
macron2023_c023,macron2023,macron,3,1.0,0.10216719028431459
macron2023_c024,macron2023,macron,3,1.0,0.0
macron2024_c000,macron2024,macron,3,0.9614155859150649,0.19372970156048458
macron2024_c001,macron2024,macron,3,0.9716801467281444,0.1851215505887744
macron2024_c002,macron2024,macron,3,1.0,0.0
macron2024_c003,macron2024,macron,3,1.0,0.0
macron2024_c004,macron2024,macron,-1,0.0,0.33731100052459223
macron2024_c005,macron2024,macron,3,0.9786708913009113,0.1792589144971881
macron2024_c006,macron2024,macron,-1,0.0,0.357658448137995
macron2024_c007,macron2024,macron,-1,0.0,0.3545323897095548
macron2024_c008,macron2024,macron,-1,0.0,0.37370696062157505
macron2024_c009,macron2024,macron,-1,0.0,0.363588467197592
macron2024_c010,macron2024,macron,3,1.0,0.0
macron2024_c011,macron2024,macron,3,1.0,0.07311769556462569
macron2024_c012,macron2024,macron,3,0.9766403693592451,0.18096176761906357
macron2024_c013,macron2024,macron,3,0.9984477984420301,0.16267344089296762
macron2024_c014,macron2024,macron,3,1.0,0.08593542145041501
macron2024_c015,macron2024,macron,-1,0.0,0.3188858144001372
macron2024_c016,macron2024,macron,-1,0.0,0.3385039025406402
macron2024_c017,macron2024,macron,3,0.969487946916318,0.18695999134469166
macron2024_c018,macron2024,macron,-1,0.0,0.20676766878999117
macron2024_c019,macron2024,macron,3,1.0,0.0
macron2024_c020,macron2024,macron,3,1.0,0.0395570770774017
macron2024_c021,macron2024,macron,3,1.0,0.0
macron2025_c000,macron2025,macron,3,1.0,0.05291138347841891
macron2025_c001,macron2025,macron,3,0.9786708913009113,0.1792589144971881
macron2025_c002,macron2025,macron,3,0.958868591426552,0.19586568316559091
macron2025_c003,macron2025,macron,-1,0.0,0.3181926844242802
macron2025_c004,macron2025,macron,3,0.9663481643029626,0.18959310183488176
macron2025_c005,macron2025,macron,3,0.9616112636217364,0.19356560070205528
macron2025_c006,macron2025,macron,-1,0.0,0.21190324606185154
macron2025_c007,macron2025,macron,3,0.9804200449626345,0.17779202477175085
macron2025_c008,macron2025,macron,3,1.0,0.10355448498005158
macron2025_c009,macron2025,macron,-1,0.0,0.3331271136503987
macron2025_c010,macron2025,macron,3,1.0,0.0
macron2025_c011,macron2025,macron,3,1.0,0.0
macron2025_c012,macron2025,macron,3,1.0,0.08593542145041501
macron2025_c013,macron2025,macron,3,0.9806396387273496,0.17760786723071836
macron2025_c014,macron2025,macron,3,1.0,0.1523574778449626
macron2025_c015,macron2025,macron,3,1.0,0.0
macron2025_c016,macron2025,macron,3,1.0,0.05291138347841891
merkel1_c000,merkel1,merkel,-1,0.0,0.36167143694453835
merkel1_c001,merkel1,merkel,-1,0.0,0.31905790020998037
merkel1_c002,merkel1,merkel,-1,0.0,0.373669928282492
merkel1_c003,merkel1,merkel,-1,0.0,0.3607502035858515
merkel1_c004,merkel1,merkel,-1,0.0,0.3093466158909788
merkel1_c005,merkel1,merkel,-1,0.0,0.3668224106235258
merkel1_c006,merkel1,merkel,-1,0.0,0.3603113507352039
merkel1_c007,merkel1,merkel,-1,0.0,0.3557830168472122
merkel1_c008,merkel1,merkel,2,0.9930015541078757,0.006998445892124291
merkel1_c009,merkel1,merkel,-1,0.0,0.3161337074048177
merkel1_c010,merkel1,merkel,1,1.0,0.0
merkel1_c011,merkel1,merkel,-1,0.0,0.30020681901362267
merkel2_c000,merkel2,merkel,-1,0.0,0.3233089499751352
merkel2_c001,merkel2,merkel,-1,0.0,0.308721991180359
merkel2_c002,merkel2,merkel,-1,0.0,0.5064273775355149
merkel2_c003,merkel2,merkel,-1,0.0,0.31254003262112806
merkel2_c004,merkel2,merkel,1,1.0,0.0
merkel2_c005,merkel2,merkel,1,1.0,0.0
merkel2_c006,merkel2,merkel,1,1.0,0.0
merkel2_c007,merkel2,merkel,2,1.0,0.0
merkel2_c008,merkel2,merkel,2,1.0,0.0
merkel2_c009,merkel2,merkel,2,1.0,0.0
merkel2_c010,merkel2,merkel,-1,0.0,0.30020681901362267
merkel2020_c000,merkel2020,merkel,-1,0.0,0.30020681901362267
merkel2020_c001,merkel2020,merkel,1,1.0,0.0
merkel2020_c002,merkel2020,merkel,-1,0.0,0.3189191339813968
merkel2020_c003,merkel2020,merkel,-1,0.0,0.5165487440958845
merkel2020_c004,merkel2020,merkel,-1,0.0,0.5248053647358052
merkel2020_c005,merkel2020,merkel,-1,0.0,0.32391285365295347
merkel2020_c006,merkel2020,merkel,-1,0.0,0.3711376411026024
merkel2020_c007,merkel2020,merkel,2,0.946352654209437,0.053647345790562934
merkel2020_c008,merkel2020,merkel,2,1.0,0.0
merkel2020_c009,merkel2020,merkel,2,1.0,0.0
merkel2020_c010,merkel2020,merkel,2,0.9805891346890635,0.01941086531093646
merkel2020_c011,merkel2020,merkel,-1,0.0,0.30020681901362267
merkel3_c000,merkel3,merkel,-1,0.0,0.3233089499751352
merkel3_c001,merkel3,merkel,2,0.9942345690756538,0.005765430924346253
merkel3_c002,merkel3,merkel,-1,0.0,0.5248975616376902
merkel3_c003,merkel3,merkel,2,0.9145886373587703,0.08541136264122973
merkel3_c004,merkel3,merkel,-1,0.0,0.5527715903031266
merkel3_c005,merkel3,merkel,-1,0.0,0.32427780941145734
merkel3_c006,merkel3,merkel,-1,0.0,0.2128781442228938
merkel3_c007,merkel3,merkel,2,1.0,0.0
merkel3_c008,merkel3,merkel,1,1.0,0.0
merkel3_c009,merkel3,merkel,-1,0.0,0.2963526026771599
merkel3_c010,merkel3,merkel,-1,0.0,0.30020681901362267
putin2022_c000,putin2022,putin,5,0.9974361052061294,0.0025638947938706274
putin2022_c001,putin2022,putin,5,0.8346975193690775,0.16530248063092248
putin2022_c002,putin2022,putin,5,0.9974361052061294,0.0025638947938706274
putin2022_c003,putin2022,putin,-1,0.0,0.37443182954739157
putin2022_c004,putin2022,putin,5,0.9763910212267226,0.023608978773277393
putin2022_c005,putin2022,putin,5,0.9430055807451434,0.056994419254856606
putin2022_c006,putin2022,putin,-1,0.0,0.2795865160335583
putin2022_c007,putin2022,putin,5,0.8497752423474788,0.1502247576525212
putin2022_c008,putin2022,putin,-1,0.0,0.3037977956574581
putin2022_c009,putin2022,putin,5,1.0,0.0
putin2022_c010,putin2022,putin,5,1.0,0.0
putin2023_c000,putin2023,putin,5,0.9373451207076166,0.06265487929238345
putin2023_c001,putin2023,putin,5,0.9146285830830179,0.08537141691698219
putin2023_c002,putin2023,putin,5,0.9763910212267226,0.023608978773277393
putin2023_c003,putin2023,putin,5,0.8873680944967203,0.11263190550327974
putin2023_c004,putin2023,putin,5,0.8857002915230241,0.11429970847697592
putin2023_c005,putin2023,putin,5,1.0,0.0
putin2024_c000,putin2024,putin,5,0.8492609452809683,0.15073905471903176
putin2024_c001,putin2024,putin,5,0.9974361052061294,0.0025638947938706274
putin2024_c002,putin2024,putin,5,0.9294289067919116,0.07057109320808842
putin2024_c003,putin2024,putin,5,1.0,0.0
putin2025_c000,putin2025,putin,5,1.0,0.0
putin2025_c001,putin2025,putin,5,0.9974361052061294,0.0025638947938706274
putin2025_c002,putin2025,putin,5,0.9928246464091467,0.007175353590853281
putin2025_c003,putin2025,putin,5,0.9763910212267226,0.023608978773277393
putin2025_c004,putin2025,putin,5,1.0,0.0
trump1_c000,trump1,trump,4,1.0,0.0
trump1_c001,trump1,trump,4,0.7424605308603889,0.25753946913961107
trump1_c002,trump1,trump,4,0.7600064147312166,0.23999358526878345
trump1_c003,trump1,trump,4,0.9758222735253251,0.024177726474674855
trump1_c004,trump1,trump,4,0.8281048306063716,0.17189516939362837
trump1_c005,trump1,trump,4,0.8839200043343055,0.11607999566569446
trump1_c006,trump1,trump,4,0.7627680488064635,0.2372319511935365
trump1_c007,trump1,trump,-1,0.0,0.27742566769026156
trump1_c008,trump1,trump,4,0.7627680488064635,0.2372319511935365
trump1_c009,trump1,trump,4,0.7627680488064635,0.2372319511935365
trump1_c010,trump1,trump,4,0.7627680488064635,0.2372319511935365
trump1_c011,trump1,trump,-1,0.0,0.3203844379960475
trump1_c012,trump1,trump,-1,0.0,0.2771101526415611
trump1_c013,trump1,trump,4,0.8196136498540513,0.18038635014594873
trump1_c014,trump1,trump,-1,0.0,0.3510479265302356
trump1_c015,trump1,trump,4,0.8196136498540513,0.18038635014594873
trump1_c016,trump1,trump,4,0.7306248124055762,0.2693751875944238
trump1_c017,trump1,trump,4,0.8874445283084723,0.11255547169152767
trump1_c018,trump1,trump,4,0.7934539045225312,0.20654609547746877
trump1_c019,trump1,trump,4,0.882167915901686,0.11783208409831401
trump1_c020,trump1,trump,4,0.8108872507184409,0.18911274928155905
trump1_c021,trump1,trump,4,0.8420995249120686,0.15790047508793137
trump1_c022,trump1,trump,4,0.8420995249120686,0.15790047508793137
trump1_c023,trump1,trump,-1,0.0,0.27783926258176195
trump1_c024,trump1,trump,4,0.8278653361086826,0.1721346638913174
trump1_c025,trump1,trump,4,0.7941247524261665,0.2058752475738335
trump1_c026,trump1,trump,4,0.9990830357205378,0.0009169642794621739
trump1_c027,trump1,trump,4,1.0,0.0
trump2_c000,trump2,trump,4,0.772889035734076,0.22711096426592403
trump2_c001,trump2,trump,4,0.7467591277836197,0.25324087221638025
trump2_c002,trump2,trump,4,0.7627680488064635,0.2372319511935365
trump3_c000,trump3,trump,4,1.0,0.0
trump3_c001,trump3,trump,4,0.8874445283084723,0.11255547169152767
trump3_c002,trump3,trump,4,0.8675599728644345,0.13244002713556544
trump3_c003,trump3,trump,4,0.8874445283084723,0.11255547169152767
trump3_c004,trump3,trump,4,0.8874445283084723,0.11255547169152767
trump3_c005,trump3,trump,4,0.826303681005281,0.17369631899471905
trump3_c006,trump3,trump,4,1.0,0.0
trump3_c007,trump3,trump,4,0.8917523912151222,0.10824760878487787
trump3_c008,trump3,trump,4,1.0,0.0
trump3_c009,trump3,trump,4,0.9828392567511186,0.01716074324888141
trump3_c010,trump3,trump,4,0.9828392567511186,0.01716074324888141
trump3_c011,trump3,trump,4,0.8351077246539662,0.16489227534603376
trump3_c012,trump3,trump,4,0.8351077246539662,0.16489227534603376
trump3_c013,trump3,trump,4,0.8049870025495303,0.19501299745046974
trump3_c014,trump3,trump,4,0.871463259200021,0.12853674079997904
trump3_c015,trump3,trump,4,0.8771143797473073,0.12288562025269266
trump3_c016,trump3,trump,4,1.0,0.0
